issue,device,severity,urgent,rating,num_reviews,success_rate,experience_years,distance_km,response_time_min,base_price,service_type,availability,selected
slow_performance,router,low,no,3.7,86,0.73,9,7.64,13,1271,home_service,available,0
overheating,scanner,low,yes,2.2,1143,0.81,3,1.49,13,1263,home_service,available,1
overheating,router,medium,yes,3.3,1509,0.41,0,3.24,6,1767,shop_visit,available,1
broken_screen,laptop,low,no,1.9,887,0.87,0,0.68,48,1045,shop_visit,available,0
not_working,cctv,low,no,5.0,577,0.83,3,8.85,28,1435,home_service,busy,1
power_issue,router,low,yes,3.7,733,0.71,1,7.49,69,1110,shop_visit,busy,1
broken_screen,scanner,high,no,3.3,2335,0.46,14,6.84,67,2638,home_service,busy,1
slow_performance,cctv,medium,no,3.4,1622,0.78,15,1.81,99,1368,home_service,busy,1
broken_screen,scanner,high,yes,4.5,950,0.84,0,4.09,5,736,home_service,offline,1
power_issue,router,low,yes,3.7,2914,0.66,4,8.69,65,2611,shop_visit,busy,1
broken_screen,scanner,medium,yes,1.6,437,0.68,9,7.58,69,983,home_service,available,1
slow_performance,laptop,medium,no,1.9,1335,0.44,12,13.63,13,476,shop_visit,available,1
broken_screen,laptop,low,no,4.3,506,0.94,7,5.74,54,1382,home_service,available,0
power_issue,printer,medium,no,2.7,2569,0.71,1,2.68,84,2898,shop_visit,available,0
power_issue,printer,medium,yes,2.5,2923,0.44,3,10.45,15,1428,home_service,busy,0
wifi_issue,router,high,no,2.4,502,0.77,8,11.67,6,454,shop_visit,available,1
wifi_issue,laptop,high,yes,3.4,2127,0.55,14,5.7,86,829,shop_visit,offline,1
wifi_issue,router,medium,no,2.5,2578,0.77,7,5.71,87,1999,home_service,available,1
overheating,desktop,low,yes,3.6,2183,0.67,13,7.1,62,2458,home_service,available,1
overheating,laptop,low,no,1.7,335,0.6,1,5.37,52,1968,shop_visit,available,1
not_working,printer,medium,yes,2.4,2952,0.54,12,2.75,53,1876,home_service,busy,1
wifi_issue,cctv,medium,no,1.9,2739,0.75,8,3.75,28,2413,shop_visit,available,0
broken_screen,scanner,high,no,3.0,2321,0.66,5,5.09,49,2804,home_service,available,1
slow_performance,scanner,high,yes,4.7,187,0.83,9,7.21,51,1210,home_service,available,1
wifi_issue,scanner,high,yes,1.7,1991,0.48,4,2.44,19,1809,shop_visit,busy,1
strange_noise,laptop,medium,yes,3.2,1605,0.32,14,11.59,35,266,shop_visit,offline,0
broken_screen,laptop,medium,no,4.0,1096,0.91,13,6.81,114,2304,home_service,available,1
slow_performance,desktop,high,no,2.2,534,0.65,14,13.58,92,2241,home_service,busy,0
not_working,router,high,yes,3.8,1395,0.41,5,7.44,46,682,shop_visit,available,1
overheating,scanner,medium,no,3.6,146,0.93,8,11.27,76,2106,shop_visit,offline,0
overheating,scanner,low,yes,2.2,310,0.61,11,4.75,11,978,shop_visit,available,1
wifi_issue,cctv,medium,yes,3.7,119,0.77,0,12.1,50,938,home_service,available,1
wifi_issue,cctv,high,no,1.9,1752,0.31,8,2.45,9,1188,home_service,busy,0
power_issue,router,medium,no,3.0,1366,0.65,12,13.58,65,542,home_service,busy,1
power_issue,scanner,low,yes,5.0,1037,0.81,3,14.79,83,666,shop_visit,busy,0
overheating,desktop,medium,yes,3.1,581,0.89,6,6.01,41,1179,shop_visit,available,1
overheating,router,low,no,4.3,1069,0.57,11,8.45,39,532,home_service,available,1
overheating,laptop,low,yes,4.7,2413,0.36,0,8.84,109,2704,shop_visit,available,1
strange_noise,laptop,high,no,4.7,2715,0.67,12,7.02,75,1082,home_service,available,1
overheating,desktop,high,yes,4.7,1700,0.85,10,7.57,25,841,shop_visit,available,1
power_issue,cctv,high,no,4.5,1377,0.81,7,3.99,103,2469,shop_visit,available,1
strange_noise,cctv,high,no,2.9,2650,0.58,2,9.41,76,1817,home_service,busy,1
strange_noise,cctv,low,no,2.1,2862,0.88,4,12.1,63,372,shop_visit,available,1
broken_screen,scanner,high,no,3.6,2902,0.9,4,0.97,6,1111,home_service,busy,1
not_working,laptop,high,no,4.8,1481,0.9,13,11.29,48,1685,shop_visit,available,0
not_working,laptop,low,yes,1.9,553,0.77,15,1.77,112,1140,home_service,offline,1
overheating,router,high,no,4.0,1412,0.77,4,1.51,37,221,shop_visit,available,0
strange_noise,cctv,high,no,4.4,472,0.51,6,1.63,74,258,shop_visit,busy,1
wifi_issue,laptop,high,no,4.8,2051,0.6,13,13.57,111,2393,shop_visit,available,1
broken_screen,desktop,medium,yes,4.7,1154,0.72,10,4.85,29,2008,shop_visit,available,1
wifi_issue,scanner,low,no,4.2,2356,0.5,1,9.91,92,1766,home_service,available,0
slow_performance,router,medium,yes,2.7,1853,0.67,8,13.01,9,2595,home_service,available,0
power_issue,printer,low,yes,3.4,1889,0.45,13,10.17,79,912,shop_visit,available,0
broken_screen,router,medium,no,2.9,1882,0.48,9,14.57,6,998,home_service,available,0
slow_performance,router,low,yes,3.0,794,0.72,5,4.09,29,943,shop_visit,available,1
slow_performance,desktop,low,yes,3.8,2150,0.63,12,14.43,25,1581,home_service,busy,1
broken_screen,scanner,high,yes,4.1,2817,0.55,5,8.07,118,2015,home_service,busy,0
strange_noise,desktop,medium,no,3.5,515,0.45,14,4.35,31,958,shop_visit,available,0
not_working,scanner,medium,no,5.0,440,0.68,12,8.19,17,1664,home_service,available,1
not_working,printer,high,yes,4.9,1437,0.36,7,0.94,79,1182,home_service,available,1
not_working,laptop,high,no,1.8,2160,0.49,8,10.92,84,2562,shop_visit,available,0
wifi_issue,cctv,low,no,3.3,1398,0.83,2,6.99,82,1095,home_service,available,1
slow_performance,router,low,yes,3.1,1485,0.84,11,11.49,111,1119,shop_visit,offline,1
broken_screen,printer,high,yes,2.1,2657,0.93,1,9.22,71,2591,shop_visit,busy,1
overheating,cctv,high,yes,3.1,1166,0.6,15,12.62,104,1585,home_service,available,0
overheating,router,medium,yes,3.9,1067,0.76,13,0.76,117,2448,home_service,busy,0
strange_noise,printer,low,yes,1.5,742,0.68,5,10.84,103,1855,home_service,busy,0
overheating,printer,low,yes,4.2,2196,0.91,13,6.53,117,1213,shop_visit,available,0
wifi_issue,laptop,high,yes,2.8,1227,0.54,8,3.27,79,285,shop_visit,available,0
overheating,cctv,medium,no,4.6,876,0.4,7,3.79,23,1253,home_service,available,1
broken_screen,laptop,medium,yes,2.7,414,0.53,8,7.6,73,213,shop_visit,busy,1
not_working,desktop,high,no,3.5,2173,0.92,15,13.07,64,1836,shop_visit,available,1
slow_performance,laptop,medium,yes,2.6,2170,0.67,5,11.37,105,712,shop_visit,available,1
power_issue,laptop,medium,yes,2.5,1575,0.58,5,13.9,101,1001,home_service,offline,0
overheating,printer,high,no,1.6,1577,0.36,10,0.58,98,1394,home_service,available,0
broken_screen,scanner,medium,no,1.6,2384,0.85,1,14.85,74,2986,shop_visit,available,0
not_working,router,high,no,3.1,1858,0.33,1,5.74,58,391,home_service,available,1
power_issue,laptop,low,yes,1.6,1513,0.8,12,3.24,72,2956,shop_visit,busy,0
strange_noise,cctv,low,no,3.3,2271,0.94,7,13.2,55,1633,shop_visit,offline,0
power_issue,scanner,high,yes,3.3,1121,0.41,6,4.88,9,2838,shop_visit,busy,0
wifi_issue,scanner,medium,yes,4.0,1721,0.88,13,3.18,38,715,shop_visit,available,1
wifi_issue,laptop,medium,no,4.7,145,0.68,2,8.71,119,2171,shop_visit,busy,1
power_issue,scanner,low,yes,2.6,1878,0.31,11,12.8,36,2444,shop_visit,available,0
broken_screen,laptop,medium,no,4.0,964,0.81,9,9.42,18,1131,home_service,busy,0
overheating,cctv,low,yes,3.0,1672,0.6,3,5.08,74,2030,shop_visit,offline,0
not_working,cctv,high,yes,4.7,1004,0.59,8,12.27,89,2030,shop_visit,available,1
strange_noise,cctv,high,yes,4.7,1294,0.49,1,9.49,65,414,home_service,busy,1
power_issue,printer,medium,no,2.5,1728,0.89,2,4.38,54,2656,shop_visit,available,0
slow_performance,laptop,low,no,4.4,928,0.37,5,9.1,56,1494,home_service,available,0
wifi_issue,printer,high,no,3.2,1976,0.35,13,10.06,51,1324,shop_visit,available,0
wifi_issue,router,medium,no,2.6,362,0.67,6,10.56,87,865,shop_visit,available,1
overheating,scanner,low,no,4.0,2541,0.89,3,13.73,105,995,home_service,busy,0
power_issue,cctv,low,yes,3.2,138,0.43,7,0.58,70,1247,shop_visit,available,1
not_working,printer,high,yes,3.6,2437,0.89,9,3.89,106,1702,shop_visit,busy,1
wifi_issue,laptop,low,yes,3.0,1495,0.4,5,8.22,68,2860,home_service,busy,0
slow_performance,printer,medium,no,4.4,2571,0.72,0,2.34,45,2040,shop_visit,available,0
slow_performance,printer,high,yes,3.0,386,0.45,4,9.92,108,2706,home_service,busy,1
power_issue,scanner,low,yes,2.3,2912,0.8,3,14.27,15,2724,home_service,available,0
broken_screen,router,high,yes,3.3,1064,0.34,8,5.17,7,231,shop_visit,available,0
slow_performance,cctv,high,yes,3.4,2573,0.45,8,13.26,59,638,shop_visit,offline,1
broken_screen,desktop,high,no,5.0,517,0.71,1,5.46,5,1248,shop_visit,available,1
broken_screen,router,low,no,2.1,622,0.36,5,0.76,69,2676,home_service,available,0
broken_screen,laptop,medium,no,2.8,1675,0.51,0,9.78,24,2077,shop_visit,busy,0
overheating,scanner,high,yes,3.6,2157,0.52,0,5.15,73,2459,home_service,available,1
wifi_issue,printer,low,no,3.6,845,0.51,4,10.28,32,538,shop_visit,busy,1
not_working,printer,medium,no,2.4,1321,0.82,14,8.74,5,1927,shop_visit,busy,0
overheating,cctv,medium,no,5.0,2934,0.5,0,4.28,116,728,shop_visit,available,0
overheating,scanner,low,yes,4.0,824,0.89,12,12.19,6,2542,home_service,busy,1
broken_screen,router,high,yes,4.5,1202,0.71,2,13.55,95,402,shop_visit,available,1
strange_noise,cctv,high,no,3.2,2410,0.35,8,14.46,103,2635,home_service,available,1
wifi_issue,desktop,low,no,4.3,2263,0.31,9,4.64,41,2444,home_service,offline,0
slow_performance,scanner,low,yes,1.9,1935,0.78,13,1.94,94,2814,shop_visit,available,1
strange_noise,cctv,high,yes,3.9,1023,0.95,10,7.77,115,333,home_service,available,1
wifi_issue,laptop,high,no,4.8,1264,0.72,13,14.72,60,2301,home_service,offline,0
broken_screen,cctv,high,yes,4.8,2298,0.73,2,6.82,61,1825,home_service,busy,0
strange_noise,printer,high,yes,4.0,2919,0.95,4,13.15,29,2037,home_service,available,1
not_working,printer,high,yes,2.2,2881,0.79,5,6.96,89,2292,shop_visit,busy,1
not_working,desktop,medium,no,3.4,193,0.53,8,6.57,87,233,home_service,busy,1
power_issue,desktop,low,no,4.6,2464,0.39,4,7.36,95,2772,home_service,busy,0
not_working,cctv,high,no,2.3,2137,0.79,8,8.08,6,1653,shop_visit,offline,0
wifi_issue,laptop,low,yes,1.7,2465,0.36,1,1.14,65,2632,home_service,busy,0
wifi_issue,desktop,medium,yes,4.7,425,0.47,3,6.21,33,937,shop_visit,available,1
broken_screen,cctv,high,yes,3.3,2333,0.59,9,5.62,111,1592,shop_visit,offline,0
strange_noise,desktop,high,no,3.1,494,0.6,8,10.48,64,246,shop_visit,available,1
wifi_issue,router,low,no,4.2,428,0.53,8,10.84,26,2169,shop_visit,available,1
strange_noise,router,low,no,4.3,2839,0.75,2,7.47,21,752,shop_visit,busy,1
wifi_issue,desktop,high,yes,4.6,630,0.75,3,2.91,46,1763,home_service,busy,0
slow_performance,printer,high,no,4.6,2271,0.83,11,11.31,90,2427,home_service,available,1
strange_noise,scanner,low,yes,2.5,2610,0.51,5,9.4,11,1588,home_service,available,1
broken_screen,router,high,yes,3.9,1608,0.85,12,13.74,88,1681,shop_visit,busy,0
broken_screen,router,medium,no,2.8,476,0.46,3,11.42,73,702,home_service,available,0
broken_screen,desktop,low,yes,1.9,1765,0.46,14,11.04,117,1764,shop_visit,available,1
broken_screen,desktop,medium,no,4.0,2674,0.6,4,5.57,27,2402,home_service,available,1
slow_performance,printer,medium,yes,4.4,2159,0.64,6,1.35,6,2747,home_service,available,0
not_working,laptop,high,no,1.8,1153,0.85,10,6.98,107,2145,shop_visit,available,1
not_working,router,medium,yes,1.9,347,0.34,3,9.38,68,2471,home_service,available,1
broken_screen,printer,medium,yes,4.9,219,0.73,7,11.92,102,919,home_service,offline,0
slow_performance,printer,medium,no,1.5,2978,0.68,14,1.11,63,2530,shop_visit,busy,0
not_working,printer,low,no,2.1,2494,0.5,13,3.97,94,2965,shop_visit,available,0
wifi_issue,desktop,high,no,3.3,1896,0.8,3,9.23,16,1824,shop_visit,available,1
power_issue,laptop,low,yes,3.7,1706,0.66,9,4.95,94,2736,shop_visit,available,0
broken_screen,printer,low,no,2.8,2435,0.78,13,5.43,45,2557,home_service,busy,0
overheating,printer,low,no,3.6,1278,0.6,15,7.67,110,2487,home_service,busy,0
not_working,router,high,yes,4.6,2626,0.81,14,3.43,26,920,shop_visit,available,0
not_working,cctv,low,no,4.6,1021,0.8,13,3.24,60,2121,home_service,busy,0
strange_noise,router,high,yes,2.5,279,0.62,10,2.24,31,263,shop_visit,busy,0
broken_screen,desktop,medium,no,3.7,1400,0.39,14,2.97,109,2163,home_service,busy,0
wifi_issue,scanner,medium,no,1.6,827,0.81,14,10.6,118,1155,shop_visit,offline,1
not_working,desktop,medium,yes,4.1,284,0.67,9,7.04,18,2593,shop_visit,available,1
broken_screen,laptop,high,yes,4.2,1540,0.41,3,8.54,49,1667,home_service,available,1
slow_performance,router,high,yes,4.5,1626,0.89,2,2.86,42,1609,shop_visit,busy,0
broken_screen,laptop,high,yes,4.9,2515,0.61,3,9.23,102,1268,home_service,available,1
wifi_issue,laptop,high,no,5.0,866,0.64,4,1.31,70,347,shop_visit,available,1
power_issue,printer,medium,yes,2.2,1555,0.63,5,12.44,46,455,shop_visit,available,0
not_working,router,high,yes,1.5,1617,0.71,14,3.1,56,1292,shop_visit,busy,0
broken_screen,scanner,low,no,3.5,2298,0.91,2,5.18,36,2906,shop_visit,available,1
wifi_issue,cctv,high,no,1.7,1647,0.59,4,1.62,18,861,home_service,busy,0
not_working,scanner,medium,no,3.0,764,0.39,11,3.55,68,1195,home_service,offline,1
wifi_issue,scanner,medium,yes,1.8,2902,0.44,0,8.03,24,572,shop_visit,available,0
strange_noise,desktop,high,yes,2.6,911,0.87,15,5.96,46,1109,shop_visit,busy,1
broken_screen,cctv,low,no,4.7,1921,0.35,8,3.99,119,2876,home_service,available,1
wifi_issue,scanner,medium,no,4.6,1169,0.61,5,13.66,83,2274,shop_visit,busy,0
not_working,cctv,high,yes,3.8,2037,0.79,2,14.4,113,1884,home_service,available,0
slow_performance,desktop,high,yes,1.8,1174,0.94,1,13.97,57,1488,shop_visit,available,0
strange_noise,scanner,medium,yes,4.2,531,0.53,2,9.11,52,1240,shop_visit,available,1
slow_performance,printer,low,yes,2.8,980,0.49,3,3.14,39,996,shop_visit,busy,0
power_issue,printer,low,no,3.9,1870,0.92,10,13.02,108,1320,home_service,busy,1
broken_screen,scanner,low,no,4.0,2781,0.56,15,12.14,107,2013,shop_visit,busy,0
overheating,printer,low,yes,4.6,1487,0.88,7,13.56,43,705,shop_visit,busy,0
broken_screen,laptop,low,no,4.6,1053,0.39,13,3.33,63,1573,home_service,available,1
slow_performance,laptop,low,no,4.9,2577,0.74,0,9.98,27,2742,home_service,available,1
broken_screen,printer,medium,no,2.7,2605,0.85,12,13.08,17,444,shop_visit,available,1
power_issue,router,low,yes,1.6,501,0.81,9,12.39,90,509,home_service,busy,0
strange_noise,scanner,low,yes,3.5,2815,0.65,0,2.42,105,2072,shop_visit,available,1
strange_noise,laptop,high,no,2.4,1590,0.8,7,3.26,120,735,home_service,available,1
power_issue,printer,high,no,1.9,2019,0.35,7,8.1,43,2972,home_service,available,0
not_working,desktop,medium,no,3.2,386,0.88,1,5.81,26,1090,home_service,busy,1
strange_noise,desktop,medium,no,2.6,1610,0.4,8,8.51,34,2683,shop_visit,offline,0
wifi_issue,laptop,medium,yes,4.0,335,0.74,10,5.01,115,723,shop_visit,available,1
broken_screen,router,low,yes,4.6,2220,0.66,12,10.9,73,2404,shop_visit,busy,1
power_issue,desktop,high,no,2.1,502,0.48,1,2.41,44,1899,home_service,available,0
overheating,cctv,low,yes,2.1,113,0.56,11,1.51,85,784,home_service,available,0
broken_screen,desktop,low,yes,2.5,1863,0.77,9,3.44,86,857,home_service,available,1
slow_performance,laptop,low,yes,4.8,2996,0.41,13,2.83,83,444,home_service,available,0
strange_noise,cctv,medium,yes,4.3,1803,0.46,12,7.48,24,2781,shop_visit,available,1
power_issue,cctv,medium,yes,1.7,2898,0.77,11,11.04,106,1787,shop_visit,busy,1
not_working,scanner,medium,no,4.5,1088,0.53,12,1.1,74,2999,home_service,available,1
overheating,desktop,high,no,4.2,126,0.6,12,2.82,89,2065,shop_visit,available,0
strange_noise,router,high,no,2.3,2194,0.39,9,2.12,9,1740,home_service,busy,0
slow_performance,printer,low,no,4.0,2108,0.47,7,13.66,71,2827,shop_visit,available,0
strange_noise,desktop,low,no,3.6,2072,0.62,3,0.72,60,497,shop_visit,available,1
power_issue,laptop,medium,no,1.9,591,0.41,11,13.07,118,1647,home_service,available,1
not_working,printer,low,no,2.9,492,0.55,0,8.11,82,2806,shop_visit,available,1
broken_screen,laptop,medium,yes,3.9,1452,0.7,15,0.51,87,1300,home_service,offline,0
power_issue,printer,medium,yes,1.6,1237,0.65,11,14.65,16,2202,shop_visit,available,0
broken_screen,desktop,medium,no,3.5,1597,0.7,9,3.75,93,2344,home_service,available,0
slow_performance,printer,high,yes,2.6,357,0.86,5,7.37,39,427,shop_visit,offline,1
strange_noise,desktop,high,no,3.0,2983,0.57,6,13.1,60,1821,home_service,available,1
slow_performance,router,low,yes,4.0,1623,0.92,13,14.14,42,1093,home_service,available,1
power_issue,router,medium,no,2.9,2417,0.76,7,3.65,7,1802,shop_visit,available,0
overheating,printer,high,yes,2.1,190,0.83,2,11.24,75,2323,home_service,available,1
broken_screen,printer,high,yes,2.3,890,0.32,15,8.66,74,2947,home_service,offline,0
wifi_issue,router,medium,no,1.7,1546,0.7,14,13.55,114,2503,home_service,available,0
not_working,laptop,high,yes,3.4,1746,0.56,9,6.27,27,2153,home_service,available,1
broken_screen,router,high,yes,3.9,2152,0.57,13,1.55,42,827,home_service,available,1
not_working,printer,medium,no,3.6,1301,0.95,8,1.37,94,1089,home_service,available,1
strange_noise,router,medium,no,4.3,1052,0.42,13,7.79,109,2040,shop_visit,available,1
broken_screen,printer,low,yes,4.7,1290,0.5,3,2.9,59,934,shop_visit,available,0
not_working,cctv,high,no,4.8,884,0.68,8,1.66,55,2595,home_service,available,0
power_issue,router,low,no,3.3,1943,0.62,4,4.67,54,1328,shop_visit,available,1
broken_screen,printer,high,yes,3.6,280,0.35,6,3.56,7,1622,shop_visit,available,1
broken_screen,printer,medium,yes,2.8,1129,0.55,0,11.87,39,1296,home_service,available,1
slow_performance,router,medium,yes,4.7,2412,0.94,5,11.64,110,1339,home_service,available,1
strange_noise,printer,medium,yes,2.4,1418,0.81,6,1.11,49,2821,shop_visit,offline,1
overheating,scanner,medium,no,2.0,1769,0.46,7,0.65,70,1325,shop_visit,busy,0
wifi_issue,cctv,medium,yes,2.0,2363,0.56,9,1.78,64,2749,shop_visit,busy,0
wifi_issue,cctv,low,yes,2.4,2272,0.5,10,4.52,12,1921,home_service,available,1
broken_screen,cctv,high,no,4.9,1876,0.67,6,8.7,30,1060,home_service,available,0
slow_performance,scanner,medium,no,2.0,595,0.31,11,4.04,24,959,shop_visit,available,0
not_working,printer,high,no,2.0,1843,0.63,12,6.53,94,2325,shop_visit,available,1
wifi_issue,cctv,low,no,2.9,2388,0.37,0,7.35,75,2473,shop_visit,available,0
slow_performance,scanner,medium,no,2.7,2737,0.69,10,11.98,34,1420,home_service,available,0
slow_performance,laptop,high,yes,4.2,1361,0.64,14,8.1,83,1329,shop_visit,available,1
broken_screen,laptop,low,yes,3.5,2590,0.37,12,4.09,84,819,home_service,available,1
not_working,desktop,high,yes,3.9,1750,0.57,1,1.76,99,2455,home_service,available,1
not_working,desktop,high,no,2.5,234,0.9,6,1.42,108,2358,shop_visit,busy,1
wifi_issue,printer,medium,no,4.3,2136,0.47,7,12.86,40,1467,home_service,busy,0
slow_performance,desktop,low,no,1.6,1514,0.43,4,4.81,96,461,shop_visit,offline,0
slow_performance,router,high,yes,2.2,658,0.64,10,3.78,83,1747,home_service,available,1
not_working,laptop,high,no,4.3,936,0.45,4,14.13,6,512,shop_visit,available,0
overheating,printer,medium,no,1.9,1003,0.4,0,13.33,111,2891,shop_visit,available,1
strange_noise,desktop,high,no,2.7,2787,0.46,4,6.85,50,2762,shop_visit,busy,1
not_working,desktop,medium,no,4.5,2025,0.57,2,0.52,15,1907,home_service,available,1
broken_screen,desktop,high,no,4.7,1305,0.66,2,3.94,30,2763,shop_visit,available,1
overheating,laptop,low,no,4.5,1352,0.9,8,9.88,26,772,home_service,available,1
slow_performance,desktop,low,no,4.9,1684,0.72,3,3.48,56,1603,home_service,busy,0
power_issue,router,high,no,1.5,414,0.79,2,0.72,35,1790,home_service,busy,0
overheating,cctv,medium,no,5.0,441,0.34,6,9.75,90,516,shop_visit,available,1
wifi_issue,router,low,no,3.3,365,0.38,0,4.59,42,1984,home_service,busy,1
power_issue,router,high,no,3.5,2616,0.37,11,10.94,80,2118,home_service,available,0
strange_noise,printer,low,yes,4.0,82,0.47,5,14.84,106,1076,home_service,offline,1
strange_noise,desktop,medium,no,4.8,2253,0.45,6,6.3,34,1226,shop_visit,busy,0
not_working,scanner,medium,yes,4.0,875,0.6,12,12.08,61,1135,shop_visit,available,0
broken_screen,desktop,high,no,3.6,1989,0.78,10,3.42,113,1109,shop_visit,available,1
wifi_issue,router,low,yes,4.7,2584,0.42,5,1.97,27,649,shop_visit,available,1
overheating,desktop,medium,no,3.4,2739,0.84,15,4.54,99,437,home_service,busy,1
strange_noise,printer,low,no,2.1,2218,0.81,3,4.24,36,1496,shop_visit,available,1
power_issue,laptop,high,yes,3.9,311,0.5,14,13.91,109,440,home_service,available,0
broken_screen,printer,high,yes,3.4,1820,0.5,4,4.16,17,1078,shop_visit,available,1
not_working,laptop,medium,no,3.6,2168,0.61,8,9.82,23,500,home_service,available,1
slow_performance,printer,low,yes,1.6,1762,0.91,7,10.95,85,2667,home_service,available,0
wifi_issue,printer,medium,no,4.4,42,0.6,0,12.81,119,1830,shop_visit,offline,0
slow_performance,laptop,low,no,2.8,612,0.5,13,2.89,118,431,home_service,available,1
strange_noise,laptop,low,no,4.3,2869,0.81,6,3.45,16,2787,shop_visit,offline,0
wifi_issue,desktop,medium,yes,2.7,747,0.38,2,0.8,46,317,shop_visit,available,0
strange_noise,desktop,medium,no,2.4,1604,0.68,13,7.28,113,1091,home_service,available,1
wifi_issue,printer,medium,no,3.6,1719,0.8,10,2.38,8,2184,shop_visit,available,1
wifi_issue,desktop,low,yes,4.9,2840,0.69,2,13.82,118,1464,home_service,available,1
overheating,desktop,medium,no,1.8,82,0.81,2,7.51,18,443,shop_visit,busy,0
not_working,printer,low,no,3.3,129,0.75,12,7.84,48,2277,home_service,available,1
overheating,printer,high,yes,2.9,2592,0.88,4,2.89,34,1544,home_service,available,1
overheating,scanner,high,yes,2.6,2456,0.89,6,4.9,13,434,shop_visit,offline,0
wifi_issue,desktop,high,yes,2.1,1070,0.73,1,5.08,58,2586,home_service,offline,0
slow_performance,cctv,medium,no,2.6,1428,0.44,2,11.39,64,1206,home_service,available,0
power_issue,laptop,medium,no,3.0,1112,0.93,12,7.5,100,2984,shop_visit,offline,0
wifi_issue,laptop,high,no,4.5,1958,0.31,8,12.02,104,1879,home_service,busy,1
not_working,laptop,low,yes,1.8,453,0.56,5,12.25,49,1432,shop_visit,offline,0
strange_noise,cctv,low,yes,4.8,191,0.94,8,5.32,58,2609,home_service,busy,1
power_issue,scanner,medium,no,2.6,2330,0.4,9,4.96,110,1105,home_service,available,1
power_issue,scanner,medium,yes,2.8,2990,0.58,8,13.9,61,1874,shop_visit,offline,0
broken_screen,desktop,high,no,4.5,2558,0.91,5,6.32,91,1693,home_service,available,1
not_working,scanner,low,no,2.8,485,0.58,9,5.68,81,240,shop_visit,busy,0
broken_screen,desktop,medium,yes,4.4,1441,0.52,13,9.87,22,1486,home_service,available,0
wifi_issue,laptop,low,yes,4.4,2482,0.63,14,8.01,79,1117,home_service,busy,1
slow_performance,scanner,medium,yes,4.2,1373,0.3,4,5.83,99,2972,shop_visit,available,0
power_issue,router,medium,yes,2.7,1587,0.65,1,9.57,51,607,shop_visit,available,1
wifi_issue,printer,medium,no,4.8,1058,0.43,10,12.63,118,1919,home_service,busy,1
strange_noise,desktop,medium,no,3.4,1459,0.71,6,1.7,8,672,shop_visit,busy,0
overheating,cctv,high,no,2.4,1980,0.39,5,5.41,66,2526,home_service,available,1
power_issue,laptop,low,yes,4.4,1504,0.8,11,12.65,102,1654,shop_visit,available,0
wifi_issue,printer,low,no,3.3,896,0.51,9,10.22,98,1720,home_service,available,0
broken_screen,laptop,low,no,1.5,2897,0.45,13,12.47,41,2496,home_service,available,1
overheating,router,low,no,4.5,729,0.71,6,5.87,64,396,shop_visit,busy,1
power_issue,desktop,medium,yes,1.9,1968,0.83,10,12.65,70,703,home_service,available,1
wifi_issue,cctv,high,no,3.7,2832,0.9,13,10.38,67,1980,home_service,available,1
not_working,router,low,no,4.0,365,0.52,6,12.79,115,1563,home_service,available,1
broken_screen,cctv,high,no,3.3,595,0.5,10,7.03,79,2839,shop_visit,available,1
overheating,printer,medium,no,4.3,702,0.88,8,7.89,67,2919,home_service,available,0
strange_noise,cctv,medium,no,2.8,315,0.75,13,12.39,96,1843,home_service,available,0
slow_performance,router,medium,yes,1.7,1112,0.39,6,9.67,7,2320,home_service,available,1
strange_noise,laptop,low,yes,2.4,139,0.71,11,0.68,9,1272,home_service,busy,1
overheating,cctv,medium,yes,2.6,2261,0.77,7,13.36,110,765,shop_visit,available,0
overheating,desktop,medium,yes,3.3,1778,0.57,12,10.59,6,2929,shop_visit,available,1
wifi_issue,printer,high,yes,4.4,874,0.31,0,7.73,9,1819,home_service,available,1
slow_performance,printer,medium,yes,4.5,814,0.63,10,8.74,50,1111,home_service,available,1
not_working,printer,high,yes,2.3,2282,0.32,1,9.29,90,2618,home_service,busy,0
broken_screen,desktop,low,yes,2.5,1797,0.87,0,10.13,64,1861,home_service,busy,0
slow_performance,scanner,medium,no,1.5,216,0.56,5,9.45,109,2069,home_service,available,0
wifi_issue,laptop,medium,yes,2.2,1132,0.44,4,3.38,105,581,home_service,available,0
broken_screen,printer,high,no,2.3,351,0.77,13,8.45,108,2757,home_service,busy,1
slow_performance,cctv,low,yes,1.5,1387,0.77,11,11.58,60,845,shop_visit,busy,1
slow_performance,printer,medium,no,2.6,2631,0.83,15,2.41,92,1939,home_service,available,0
power_issue,scanner,low,yes,2.2,2015,0.55,13,7.72,33,899,shop_visit,busy,0
broken_screen,printer,high,yes,3.1,126,0.53,11,4.63,42,1587,home_service,busy,0
broken_screen,printer,medium,yes,2.7,2496,0.4,8,14.07,52,1113,shop_visit,available,0
wifi_issue,cctv,medium,no,4.5,2541,0.5,3,10.6,56,920,shop_visit,busy,1
power_issue,laptop,medium,yes,4.2,2742,0.47,10,1.0,86,2775,home_service,busy,0
power_issue,printer,medium,yes,5.0,729,0.65,11,9.01,109,786,home_service,available,0
slow_performance,router,high,yes,3.9,924,0.77,2,4.09,101,1688,home_service,available,0
power_issue,desktop,medium,no,4.6,1552,0.6,14,3.96,37,468,shop_visit,available,0
strange_noise,cctv,high,no,3.0,678,0.93,4,6.06,58,344,shop_visit,offline,0
not_working,laptop,high,yes,2.1,1734,0.78,15,14.39,32,1476,shop_visit,busy,0
